latitude,longitude,price,minimum_nights,room_type,neighbourhood
0.8018361845792583,0.7398800799467153,0.0085,0.0,0.5,0.9178082191780821
0.7074915263284396,0.8695269820119904,0.0166,0.0,0.5,0.0136986301369863
0.6824574981985165,0.7426249167221783,0.022500000000000003,0.0,0.0,0.5753424657534247
0.5891537003923304,0.6920986009326953,0.020800000000000003,0.2222222222222222,0.0,0.5388127853881279
0.5803731084363193,0.801119253830791,0.0099,0.4444444444444445,0.5,0.9726027397260273
0.5974005177613577,0.6558294470353019,0.035,0.3333333333333333,0.0,0.8082191780821917
0.5482398782993982,0.6332844770153088,0.01,0.0,0.5,0.3287671232876712
0.6663108169420155,0.6582278481012622,0.0175,0.6666666666666665,0.0,0.1506849315068493
0.5541113987563193,0.8036508994003952,0.0077,0.5555555555555556,0.5,0.9726027397260273
0.6699671728628971,0.9325782811459078,0.0099,0.1111111111111111,0.0,0.4703196347031963
0.7211294670260884,0.7865156562291702,0.0095,0.0,0.0,0.91324200913242
0.49985321198859367,0.7937375083278084,0.0044,0.0,0.0,0.0547945205479452
0.6888627932424214,0.7514723517655,0.017,0.0,0.0,0.5753424657534247
0.699778483546396,0.6844503664223964,0.02,0.2222222222222222,0.5,0.4292237442922374
0.6672716111985864,0.7083810792804854,0.0198,0.4444444444444445,0.0,0.6210045662100456
0.4501854866689854,0.7879280479680233,0.0125,0.4444444444444445,0.0,0.228310502283105
0.5698310603432191,0.7836109260492776,0.006,0.0,0.5,0.9726027397260273
0.49032533561077685,0.9592005329780307,0.0089,0.1111111111111111,0.0,0.2328767123287671
0.5785582748405318,0.7509127248501102,0.0165,0.1111111111111111,0.0,0.9726027397260273
0.4675865382049267,0.8531645569620139,0.012,0.4444444444444445,0.0,0.228310502283105
0.5564866956684256,0.7887008660892718,0.009000000000000001,0.0,0.5,0.9726027397260273
0.38888147535296014,0.7995203197868079,0.0056,0.0,0.0,0.2694063926940639
0.7883850649870539,0.8081812125249996,0.035,0.2222222222222222,0.0,0.273972602739726
0.46793349168646614,0.8061292471685704,0.0082,0.1111111111111111,0.5,0.228310502283105
0.5091675785316028,0.8999600266488983,0.005,0.1111111111111111,0.5,0.1232876712328767
0.5493608049320784,0.6279546968687555,0.0275,0.2222222222222222,0.0,0.3287671232876712
0.20803864528009797,0.6241172551632133,0.0097,0.0,0.5,0.7899543378995433
0.41685126371133663,0.7624516988674372,0.019,0.6666666666666665,0.0,0.7214611872146119
0.6306279858016097,0.6894603597601758,0.0099,0.3333333333333333,0.0,0.3881278538812785
0.8317008727214557,0.7585343104597086,0.007,0.3333333333333333,0.5,0.5890410958904109
0.5433291520990764,0.8090872751498921,0.013000000000000001,0.0,0.0,0.9726027397260273
0.5588353038511968,0.7877681545636506,0.006,0.6666666666666665,0.5,0.9726027397260273
0.37700499079240046,0.7592804796802,0.0195,0.4444444444444445,0.0,0.3333333333333333
0.4876831514051645,0.8148967355096488,0.0229,0.3333333333333333,0.0,0.0547945205479452
0.6583041981371451,0.6905263157894979,0.0239,0.3333333333333333,0.0,0.5753424657534247
0.4872027542768791,0.7001732178547684,0.01,0.0,0.5,0.3835616438356164
0.6865408737890135,0.98001332445034,0.0045000000000000005,0.6666666666666665,0.5,0.2648401826484018
0.7017534495182645,0.9024117255163446,0.009600000000000001,0.0,0.0,0.0136986301369863
0.6526461875150176,0.7108061292471746,0.0125,0.1111111111111111,0.5,0.5068493150684932
0.8637540366703291,0.797734843437695,0.0061,0.0,0.5,0.4246575342465753
0.5775974805839468,0.8128181212525192,0.005,0.6666666666666665,0.5,0.9726027397260273
0.7254530411807281,0.8628647568287704,0.014400000000000001,0.1111111111111111,0.0,0.0136986301369863
0.5748485414609377,0.7960293137907968,0.0095,0.2222222222222222,0.0,0.9726027397260273
0.4818916971363052,0.8902598267821702,0.0167,0.0,0.0,0.0547945205479452
0.8813152205823656,0.7865956029313566,0.006900000000000001,0.2222222222222222,0.5,0.4246575342465753
0.6378873201846886,0.8511925383077994,0.006500000000000001,0.2222222222222222,0.5,0.8584474885844748
0.5488270303450946,0.8662758161225952,0.005,0.5555555555555556,0.5,0.1232876712328767
0.5780511889828972,0.7663690872751658,0.0325,0.1111111111111111,0.0,0.9726027397260273
0.683738557207306,0.9612791472351603,0.006,0.1111111111111111,0.5,0.2648401826484018
